Полное ФИО;Серия Номер;Пункт Отправления;Пункт Назначения;Время Отправления;Время Прибытия;Номер Поезда;Вагон-Место;Цена;Карта
;;;Краснодар;2018-08-05T12:21;;;;595.0;5486163607370236_
;;;Арзамас;2046-03-22T01:46;;;;653.0;5100108436701652_
;;;Москва;2024-09-04T07:20;;;;;
Лебедева Тамара Всеволодовна;7554_250836;Волгоград;Адлер;2020-11-05T13:30;2020-11-06T16:00;;;;
Гаврилова Ольга Александровна;1656_672981;Шуя;Иваново;2014-07-26T20:24;2014-07-26T22:46;;;;
Герасимов Серафим Пантелеевич;0235_681930;Екатеринбург;Краснодар;2047-04-27T07:45;2047-04-29T12:45;517.0;3_1;;
Некрасов Владислав Павлович;2416_969136;Владимир;Иваново;2015-01-07T07:37;2015-01-07T12:21;195.0;1_44;;
Семенов Николай Максимович;7698_613563;Ульяновск;Рязань;2025-07-18T16:30;2025-07-19T05:18;34.0;26_15;;
Петров Геннадий Никитич;9341_275272;Сочи;Волгоград;2053-04-28T10:51;2053-04-29T10:03;630.0;5_1;5845.0;2204668372852704_
Медведева Белла Мироновна;3866_921767;;;;2029-12-14T11:40;;;536.0;5200665730214643_
Ефремова Ангелина Викторовна;2750_758513;;;;2025-08-16T22:04;;;543.0;2207005413425122_
Королев Евгений Вячеславович;1578_993881;;;;2025-01-19T05:33;;;4923.0;4000618742305776_
Сидорова Лиана Архиповна;8222_255920;Санкт-Петербург;Адлер;2015-06-01T09:30;2015-06-03T09:30;;;701.0;4276750301813733_
Зимина Наталья Евграфовна;3675_934792;Самара;Уфа;2055-01-21T22:57;2055-01-22T09:46;278.0;5_42;532.0;4817642440854862_
;;Сочи;Волгоград;;;590.0;4_34;;
;;Ростов-на-Дону;Мин. Воды;;;407.0;21_18;;
Герасимов Роберт Альбертович;3443_171435;Вологда;Няндома;2014-04-30T02:40;2014-04-30T09:10;355.0;4_1;1997.0;4276067766443414_
Семёнова Элина Ильинична;9013_220016;Омск;Екатеринбург;2047-11-30T18:44;2047-12-01T09:51;473.0;27_8;971.0;4817820202084877_
Борисова Лидия Еремеевна;3319_790434;Вологда;Череповец;2019-10-07T02:20;2019-10-07T06:20;125.0;;;5400324677206082_
Быкова Кристина Савельевна;0480_460219;Новосибирск;;;2079-12-22T09:06;235.0;;;
Афанасьева Диана Петровна;3722_074450;Вышний Волочёк;;;2013-07-09T04:48;6.0;;;
Жукова Маргарита Захаровна;;;;;2028-03-03T11:38;66.0;;;4567147530260536_
Сидоров Елисей Вячеславович;;;;;;;6_67;590.0;2200884366880538_
Боброва Ника Кирилловна;8253_277479;Ковров;Москва;2014-05-27T18:17;;;;533.0;4100510068653420_
Ефимов Тарас Миронович;4869_760772;Москва (Восточный);Владимир;2018-02-22T23:35;;;;515.0;4817778866454088_
Осипов Григорий Михайлович;3554_438592;Самара;Керчь;2040-05-10T14:04;2040-05-12T07:12;505.0;11_45;648.0;5469688202675705_
Романов Давид Владленович;5304_755067;Краснодар;Новороссийск;2031-06-15T13:40;2031-06-16T00:00;455.0;18_2;841.0;5469340282727417_
Астафьев Владлен Емельянович;8748_494101;Воронеж;Новороссийск;;;405.0;2_59;896.0;4300512854773074_
Осипов Тимофей Емельянович;0600_072934;Ростов-на-Дону;Москва;;;;;;5400372814634067_
Лобанова Кира Денисовна;4243_840129;Керчь;Ростов-на-Дону;2049-05-07T04:06;2049-05-07T13:42;;;;2202408851044428_
Козлова Карина Оскаровна;0409_255023;Москва;Туапсе;2020-03-16T08:30;2020-03-17T02:54;;;;5500867546803203_
;;Москва;Екатеринбург;2036-12-01T04:50;2036-12-02T22:50;115.0;4_38;651.0;2202376487123446_
;;Витебск;Брест;2019-10-31T04:48;2019-10-31T16:15;43.0;4_13;534.0;4300544242388634_
;;Новороссийск;;;;596.0;2_48;1119.0;5334285308147883_
;;Саратов;;;;231.0;12_33;556.0;4567484440182678_
Жуков Адам Владленович;5205_811797;Волгоград;;;;677.0;19_5;797.0;4817711170873166_
Киселёва Роза Аполлоновна;5335_981704;Ростов-на-Дону;Грозный;2020-04-20T14:30;2020-04-21T10:00;373.0;1_23;792.0;4817708201234712_
Коновалов Руслан Кириллович;8051_153848;Екатеринбург;Улан-Удэ;2085-01-10T13:09;2085-01-13T01:41;377.0;35_7;2388.0;5500436526170614_
Коновалова Антонина Дамировна;2100_873962;Москва;Санкт-Петербург;2042-02-08T09:35;2042-02-08T17:35;;;533.0;2200033740424447_
Родионова Дария Климовна;9629_495245;Казань;Улан-Удэ;2074-01-01T09:51;2074-01-04T07:06;;;2577.0;4817355017362355_
Мальцев Владлен Эрнестович;1868_372745;Дзержинск;Нижний Новгород;2014-11-20T17:37;2014-11-20T18:38;;;533.0;2202230875408271_
Афанасьева Ясмина Эрнестовна;6192_883798;Казань;Саратов;2054-11-01T01:12;2054-11-01T18:56;;;553.0;5400106120703741_
Маслов Архип Артёмович;1873_297104;Ростов-на-Дону;;;;57.0;24_7;753.0;2204164540683122_
Афанасьев Станислав Валентинович;6258_321236;Адлер;;;;734.0;2_3;650.0;2204255533134554_
Романова Вера Александровна;;;;;;442.0;;;2204306070610034_
Астафьев Василий Савельевич;;;Новый Уренгой;;;623.0;;;4276041015572733_
Васильев Эмиль Георгиевич;3736_504648;Рузаевка;Сызрань;;;607.0;;;
;;;;;;348.0;;;
;;;;;2036-11-25T21:30;679.0;;;
;;;;;2013-10-21T18:48;;;;
Иванова Светлана Глебовна;1199_921449;Краснодар;Москва;2022-06-29T11:22;2022-06-30T01:50;;;;
Баранова Ася Еремеевна;;;Ростов-на-Дону;2035-04-02T22:30;2035-04-04T18:50;;;;4300652753136462_
Афанасьев Владислав Игоревич;;;Санкт-Петербург;2013-08-05T23:42;2013-08-06T01:03;777.0;5_37;552.0;5334634070642404_
Ефремова Ника Ивановна;0937_415390;Казань;Санкт-Петербург;2032-05-22T02:02;2032-05-23T10:23;348.0;33_3;1509.0;5200631407100428_
Куликов Кристофер Андреевич;8349_201490;Воронеж;Москва;2020-01-24T12:05;2020-01-24T18:30;430.0;25_7;711.0;5400287685444582_
Афанасьева Алина Андреевна;4222_126014;;;;2018-10-20T12:49;348.0;31_4;1121.0;5200412324816747_
Кудрявцева Агния Кузьминична;4539_823162;;;;2106-03-16T05:30;;;981.0;5400724352477228_
Волкова Инна Артуровна;9288_242928;;;;2029-09-19T22:21;;;614.0;4300365836371740_
Николаев Богдан Владимирович;8716_856940;Мичуринск;Санкт-Петербург;2020-06-26T18:07;2020-06-27T08:35;112.0;19_13;916.0;4276061004874366_
Зайцев Матвей Еремеевич;8871_437814;Рузаевка;Москва;2022-11-22T01:02;2022-11-22T09:34;34.0;3_1;2466.0;4276606848333837_
Куликова Ася Николаевна;9180_175634;Ухта;Микунь;2022-06-29T16:28;2022-06-29T20:40;97.0;8_32;545.0;4100886868014570_
Макаров Виктор Назарович;5033_035939;Ростов-на-Дону;Сочи;2049-03-03T03:20;2049-03-03T12:10;655.0;30_5;791.0;5334100503403430_
Гусев Степан Прокофьевич;0136_731717;Иркутск;Улан-Удэ;2068-03-08T17:15;2068-03-09T07:06;159.0;26_1;957.0;2202086587812106_
Васильева Эмилия Эрнестовна;6384_640936;Ростов-на-Дону;;;;548.0;18_7;805.0;4276715734427205_
Котов Климент Васильевич;9103_905869;Москва;;;;468.0;2_13;517.0;4300483523300183_
Антонов Матвей Кузьмич;4079_488873;Владимир;;;;398.0;22_6;633.0;4100878283475835_
Афанасьева Ника Тимуровна;9634_797134;Джанкой;Керчь;2028-05-18T19:17;2028-05-18T23:49;266.0;9_23;548.0;4817050106312264_
Колесников Авраам Елистратович;5808_137970;Кострома;Вологда;2035-09-10T23:35;2035-09-11T07:55;746.0;6_10;725.0;4000532641556807_
Сергеева Элеонора Руслановна;9432_827923;Самара;Краснодар;2058-03-05T00:34;2058-03-06T19:46;249.0;24_5;1925.0;5469208047338745_
Яковлева Тамара Олеговна;7859_378127;Уфа;Екатеринбург;2069-07-31T08:45;2069-07-31T20:45;674.0;2_47;680.0;5486364801235613_
Романова Вероника Лаврентьевна;7647_245691;Сочи;Краснодар;2017-05-05T08:56;2017-05-05T12:18;732.0;16_21;560.0;5200026746430865_
Иванова Наталья Эрнестовна;9056_996619;Сочи;Адлер;2016-12-11T09:22;2016-12-11T11:03;731.0;1_5;555.0;2200864580284287_
Мишин Аполлон Макарович;9513_835651;Екатеринбург;Адлер;2018-05-07T13:48;2018-05-09T23:32;235.0;10_39;707.0;5469363428247287_
Ефимова Тамара Климовна;0570_064961;Тюмень;Екатеринбург;2038-03-30T01:51;2038-03-30T12:03;624.0;;;5200217810528482_
Назаров Владислав Тимурович;0134_911538;Волховстрой;Свирь;2018-10-14T14:39;2018-10-14T17:52;329.0;;;5500746771766152_
Богданов Всеволод Робертович;6018_178558;Самара;Челябинск;2069-08-22T03:19;2069-08-23T01:21;530.0;7_22;592.0;2207614801545141_
Котов Семён Михайлович;9549_848490;Ростов-на-Дону;Ейск;2029-10-06T12:27;;;;835.0;5100014143365863_
Морозова Светлана Игоревна;2790_020997;Самара;Омск;2027-09-24T14:33;;;;;4276488172657067_
Семёнова Виталина Ивановна;8689_875922;;;;;;;;5400270004643183_
Сидорова Ангелина Витальевна;0132_255538;;;;2031-11-19T06:05;;;;4000280138735360_
Белов Ярослав Всеволодович;6654_871553;;;;2013-07-26T22:18;740.0;3_9;544.0;5100861201387530_
Соколовский Валентин Витальевич;6670_849377;Дзержинск;Нижний Новгород;2015-07-15T09:07;2015-07-15T10:08;711.0;3_37;527.0;5334027410261438_
Зимина Римма Артуровна;2081_118499;Волгоград;Самара;2056-01-31T20:42;2056-02-01T07:31;512.0;23_17;811.0;4276775403557030_
Журавлев Серафим Сергеевич;;;Котлас;2015-04-08T03:01;2015-04-08T12:32;294.0;11_36;534.0;2202574018642214_
Медведева Дарья Ильинична;;;Адлер;2031-05-08T19:10;2031-05-09T10:20;302.0;25_8;955.0;2207022823861155_
Боброва Моника Львовна;7732_993097;Воронеж;Москва;2039-02-10T21:55;2039-02-11T04:15;;;;4567072184157738_
Марков Андрей Михайлович;3113_454824;Архангельск;Москва;2022-06-01T08:30;;;;;5200177488385235_
Фролова Василиса Викторовна;5992_035812;Саранск;Казань;2040-09-19T10:18;;;;;2200284253188764_
Емельянов Лаврентий Львович;5204_246918;Ростов-на-Дону;Армавир;2048-01-18T02:26;;;;;5100852032042132_
Фролова Милана Святославовна;6778_838502;Обозерская;Няндома;2031-08-15T02:15;2031-08-15T09:00;;;;5400754658656571_
Жуков Илья Григорьевич;6767_886117;Екатеринбург;;;;;;;5100260814705586_
Морозова Лада Артемовна;2129_073438;Актюбинск;;;;;;;5400210747814216_
Мальцев Геннадий Дамирович;3933_188232;Волгоград;;;;;;843.0;4567141425625532_
Яковлев Максим Тимурович;9759_167374;Сары-Агач;;;;;;2828.0;2207565428085407_
Медведева Агния Игнатьевна;6451_095627;Саратов;;;;;;1425.0;4567164763087673_
Фролова Лариса Дамировна;4813_893762;Краснодар;;;;;1_52;660.0;5334303720056718_
Денисов Роберт Никитич;6415_248490;Улан-Удэ;Санкт-Петербург;;;;19_11;1602.0;5200436121318082_
Трофимов Пётр Кириллович;6410_928421;Иркутск;Улан-Удэ;2032-06-01T20:39;;;;;
Фролова Аглая Артемовна;8129_869479;Кандалакша;Беломорск;2023-09-27T23:42;;;;;
Соколова Глафира Павловна;5972_922875;Москва;Ярославль;2038-04-21T18:45;;;;;
;;Москва (Восточный);Санкт-Петербург;2021-06-23T04:20;;;;;
;;Воронеж;Ростов-на-Дону;2020-08-08T04:36;;;;;
Федоров Всеволод Иванович;4671_185324;;;;2021-10-08T17:52;329.0;;;
Баранова Ника Анатольевна;1452_932777;;;;2047-11-24T22:24;;;;
Егоров Дмитрий Робертович;2656_965360;;;;2031-11-21T13:55;;;534.0;4000332655621302_
Борисов Дмитрий Максимович;5001_042340;Ковров;Нижний Новгород;2015-01-29T17:07;2015-01-29T20:09;51.0;21_26;532.0;5100860657261513_
Осипова Яна Святославовна;7162_239435;Брест;Орша;2027-11-22T19:50;2027-11-23T03:28;44.0;1_1;614.0;4276278003011823_
Маслова Аделина Дамировна;6063_716376;Новосибирск;Новокузнецк;2031-07-02T15:14;2031-07-03T12:36;117.0;4_36;589.0;2204626853023248_
Моисеев Назар Филиппович;4841_721994;Дзержинск;Ковров;2016-11-30T16:31;2016-11-30T18:02;52.0;5_10;504.0;4100348006166802_
Ефимов Игорь Ростиславович;9180_185764;Ижевск;Ростов-на-Дону;2033-12-19T20:30;2033-12-21T10:25;485.0;3_2;659.0;4300837365641510_
Воробьёва Клавдия Святославовна;;;Москва;2016-03-21T13:27;2016-03-21T14:48;722.0;7_1;536.0;5469152443720413_
Журавлев Тимофей Фёдорович;;;Рязань;2013-06-04T18:27;2013-06-04T21:09;754.0;6_4;605.0;5469162613266703_
Виноградов Роман Климентович;;;;;;109.0;18_24;582.0;5469401103003282_
