Полное ФИО;Серия Номер;Пункт Отправления;Пункт Назначения;Время Отправления;Время Прибытия;Номер Поезда;Вагон-Место;Цена;Карта;cluster
Русаков Егор Артёмович;8456_776940;Санкт-Петербург;Без остановок;2013-01-00T12:00;2013-01-00T13:31;706.0;8_23;527.0;5400422670147011_;6.0
Виноградов Богдан Матвеевич;9314_705778;Туапсе;Краснодар;2018-08-05T12:21;2020-08-08T14:45;468.0;4_1;595.0;5486163607370236_;9.0
Егоров Анатолий Елистратович;3135_636174;Пенза;Арзамас;2046-03-22T01:46;2020-08-08T14:45;468.0;4_1;653.0;5100108436701652_;10.0
Беляев Леонид Богданович;0756_659281;Севастополь;Москва;2024-09-04T07:20;2020-08-08T14:45;468.0;4_1;536.0;2200028225174857_;8.0
Лебедева Тамара Всеволодовна;7554_250836;Волгоград;Адлер;2020-11-05T13:30;2020-11-06T16:00;511.0;4_1;536.0;2200028225174857_;8.0
Гаврилова Ольга Александровна;1656_672981;Шуя;Иваново;2014-07-26T20:24;2014-07-26T22:46;101.0;4_1;536.0;2200028225174857_;5.0
Герасимов Серафим Пантелеевич;0235_681930;Екатеринбург;Краснодар;2047-04-27T07:45;2047-04-29T12:45;517.0;3_1;12711.0;5469781244884351_;3.0
Некрасов Владислав Павлович;2416_969136;Владимир;Иваново;2015-01-07T07:37;2015-01-07T12:21;195.0;1_44;571.0;4300540410513584_;4.0
Семенов Николай Максимович;7698_613563;Ульяновск;Рязань;2025-07-18T16:30;2025-07-19T05:18;34.0;26_15;868.0;4300360051312502_;3.0
Петров Геннадий Никитич;9341_275272;Сочи;Волгоград;2053-04-28T10:51;2053-04-29T10:03;630.0;5_1;5845.0;2204668372852704_;3.0
Медведева Белла Мироновна;3866_921767;Омск;Екатеринбург;2029-12-13T15:40;2029-12-14T11:40;64.0;1_5;536.0;5200665730214643_;3.0
Ефремова Ангелина Викторовна;2750_758513;Ижевск;Уфа;2025-08-16T07:32;2025-08-16T22:04;395.0;4_31;543.0;2207005413425122_;10.0
Королев Евгений Вячеславович;1578_993881;Краснодар;Воронеж;2025-01-18T10:21;2025-01-19T05:33;496.0;5_1;4923.0;4000618742305776_;3.0
Сидорова Лиана Архиповна;8222_255920;Санкт-Петербург;Адлер;2015-06-01T09:30;2015-06-03T09:30;229.0;5_45;701.0;4276750301813733_;4.0
Зимина Наталья Евграфовна;3675_934792;Самара;Уфа;2055-01-21T22:57;2055-01-22T09:46;278.0;5_42;532.0;4817642440854862_;2.0
Капустина Майя Елистратовна;7782_628007;Сочи;Волгоград;2040-10-27T08:45;2040-10-28T02:45;590.0;4_34;564.0;5100802844073362_;8.0
Капустина Белла Робертовна;2959_782577;Ростов-на-Дону;Мин. Воды;2040-02-02T08:03;2040-02-02T13:14;407.0;21_18;655.0;5100313306507762_;10.0
Герасимов Роберт Альбертович;3443_171435;Вологда;Няндома;2014-04-30T02:40;2014-04-30T09:10;355.0;4_1;1997.0;4276067766443414_;5.0
Семёнова Элина Ильинична;9013_220016;Омск;Екатеринбург;2047-11-30T18:44;2047-12-01T09:51;473.0;27_8;971.0;4817820202084877_;2.0
Борисова Лидия Еремеевна;3319_790434;Вологда;Череповец;2019-10-07T02:20;2019-10-07T06:20;125.0;7_14;514.0;5400324677206082_;5.0
Быкова Кристина Савельевна;0480_460219;Новосибирск;Ростов-на-Дону;2079-12-19T08:56;2079-12-22T09:06;235.0;3_57;716.0;5334027603211204_;4.0
Афанасьева Диана Петровна;3722_074450;Вышний Волочёк;Тверь;2013-07-09T01:16;2013-07-09T04:48;6.0;4_1;1314.0;2200418182574384_;3.0
Жукова Маргарита Захаровна;1001_096877;Рязань;Москва;2028-03-03T07:06;2028-03-03T11:38;66.0;9_34;548.0;4567147530260536_;3.0
Сидоров Елисей Вячеславович;2924_295213;Рязань;Владикавказ;2027-07-05T04:21;2020-08-08T14:45;468.0;6_67;590.0;2200884366880538_;9.0
Боброва Ника Кирилловна;8253_277479;Ковров;Москва;2014-05-27T18:17;2020-08-08T14:45;468.0;3_6;533.0;4100510068653420_;8.0
Ефимов Тарас Миронович;4869_760772;Москва (Восточный);Владимир;2018-02-22T23:35;2020-08-08T14:45;468.0;1_6;515.0;4817778866454088_;8.0
Осипов Григорий Михайлович;3554_438592;Самара;Керчь;2040-05-10T14:04;2040-05-12T07:12;505.0;11_45;648.0;5469688202675705_;9.0
Романов Давид Владленович;5304_755067;Краснодар;Новороссийск;2031-06-15T13:40;2031-06-16T00:00;455.0;18_2;841.0;5469340282727417_;2.0
Астафьев Владлен Емельянович;8748_494101;Воронеж;Новороссийск;2040-01-08T17:46;2040-01-09T20:10;405.0;2_59;896.0;4300512854773074_;1.0
Осипов Тимофей Емельянович;0600_072934;Ростов-на-Дону;Москва;2020-12-26T01:59;2020-12-26T14:25;420.0;25_6;887.0;5400372814634067_;1.0
Лобанова Кира Денисовна;4243_840129;Керчь;Ростов-на-Дону;2049-05-07T04:06;2049-05-07T13:42;316.0;1_2;644.0;2202408851044428_;2.0
Козлова Карина Оскаровна;0409_255023;Москва;Туапсе;2020-03-16T08:30;2020-03-17T02:54;263.0;3_1;4739.0;5500867546803203_;3.0
Лазарев Владлен Дмитриевич;9924_425763;Москва;Екатеринбург;2036-12-01T04:50;2036-12-02T22:50;115.0;4_38;651.0;2202376487123446_;5.0
Попова Фаина Вадимовна;3841_424526;Витебск;Брест;2019-10-31T04:48;2019-10-31T16:15;43.0;4_13;534.0;4300544242388634_;3.0
Герасимов Тарас Григорьевич;2609_788916;Новороссийск;Самара;2017-11-12T23:45;2017-11-14T17:03;596.0;2_48;1119.0;5334285308147883_;2.0
Фролова Клавдия Наумовна;4154_601080;Саратов;Ростов-на-Дону;2050-08-21T12:21;2050-08-22T04:05;231.0;12_33;556.0;4567484440182678_;1.0
Жуков Адам Владленович;5205_811797;Волгоград;Астрахань;2021-12-31T16:30;2022-01-01T01:30;677.0;19_5;797.0;4817711170873166_;9.0
Киселёва Роза Аполлоновна;5335_981704;Ростов-на-Дону;Грозный;2020-04-20T14:30;2020-04-21T10:00;373.0;1_23;792.0;4817708201234712_;1.0
Коновалов Руслан Кириллович;8051_153848;Екатеринбург;Улан-Удэ;2085-01-10T13:09;2085-01-13T01:41;377.0;35_7;2388.0;5500436526170614_;5.0
Коновалова Антонина Дамировна;2100_873962;Москва;Санкт-Петербург;2042-02-08T09:35;2042-02-08T17:35;244.0;6_37;533.0;2200033740424447_;1.0
Родионова Дария Климовна;9629_495245;Казань;Улан-Удэ;2074-01-01T09:51;2074-01-04T07:06;159.0;28_8;2577.0;4817355017362355_;3.0
Мальцев Владлен Эрнестович;1868_372745;Дзержинск;Нижний Новгород;2014-11-20T17:37;2014-11-20T18:38;713.0;1_4;533.0;2202230875408271_;6.0
Афанасьева Ясмина Эрнестовна;6192_883798;Казань;Саратов;2054-11-01T01:12;2054-11-01T18:56;363.0;5_46;553.0;5400106120703741_;10.0
Маслов Архип Артёмович;1873_297104;Ростов-на-Дону;Староминская-Тимашевская;2031-08-31T04:31;2031-08-31T12:12;57.0;24_7;753.0;2204164540683122_;3.0
Афанасьев Станислав Валентинович;6258_321236;Адлер;Туапсе;2016-12-19T15:15;2016-12-19T19:49;734.0;2_3;650.0;2204255533134554_;7.0
Романова Вера Александровна;0115_760601;Ростов-на-Дону;Новосибирск;2078-11-16T00:09;2078-11-16T14:18;442.0;2_10;525.0;2204306070610034_;9.0
Астафьев Василий Савельевич;0115_760601;Ростов-на-Дону;Новый Уренгой;2055-09-23T00:36;2055-09-23T21:00;623.0;10_6;720.0;4276041015572733_;9.0
Васильев Эмиль Георгиевич;3736_504648;Рузаевка;Сызрань;2023-02-28T23:02;2023-03-01T03:03;607.0;22_1;632.0;5469253371403006_;8.0
Сидорова Элла Степановна;0115_760601;Ростов-на-Дону;Санкт-Петербург;2045-07-08T12:49;2045-07-09T10:23;348.0;22_17;1147.0;5469382430282714_;5.0
Сидорова Элла Степановна;0115_760601;Ростов-на-Дону;Астрахань;2036-11-25T13:00;2036-11-25T21:30;679.0;25_1;780.0;5334775263422306_;8.0
Сидорова Элла Степановна;0115_760601;Ростов-на-Дону;Владимир;2013-10-21T15:16;2013-10-21T18:48;744.0;1_5;616.0;4300081583471101_;7.0
Иванова Светлана Глебовна;1199_921449;Краснодар;Москва;2022-06-29T11:22;2022-06-30T01:50;748.0;16_49;760.0;2202784571654444_;8.0
Баранова Ася Еремеевна;9609_211903;Нижний Тагил;Ростов-на-Дону;2035-04-02T22:30;2035-04-04T18:50;589.0;23_2;1830.0;4300652753136462_;4.0
Афанасьев Владислав Игоревич;6687_219355;Чудово;Санкт-Петербург;2013-08-05T23:42;2013-08-06T01:03;777.0;5_37;552.0;5334634070642404_;6.0
Ефремова Ника Ивановна;0937_415390;Казань;Санкт-Петербург;2032-05-22T02:02;2032-05-23T10:23;348.0;33_3;1509.0;5200631407100428_;5.0
Куликов Кристофер Андреевич;8349_201490;Воронеж;Москва;2020-01-24T12:05;2020-01-24T18:30;430.0;25_7;711.0;5400287685444582_;10.0
Афанасьева Алина Андреевна;4222_126014;Ростов-на-Дону;Москва;2013-01-00T12:00;2018-10-20T12:49;348.0;31_4;1121.0;5200412324816747_;4.0
Кудрявцева Агния Кузьминична;4539_823162;Ростов-на-Дону;Москва;2013-01-00T12:00;2106-03-16T05:30;82.0;33_7;981.0;5400724352477228_;3.0
Волкова Инна Артуровна;9288_242928;Ростов-на-Дону;Москва;2013-01-00T12:00;2029-09-19T22:21;96.0;12_28;614.0;4300365836371740_;5.0
Николаев Богдан Владимирович;8716_856940;Мичуринск;Санкт-Петербург;2020-06-26T18:07;2020-06-27T08:35;112.0;19_13;916.0;4276061004874366_;3.0
Зайцев Матвей Еремеевич;8871_437814;Рузаевка;Москва;2022-11-22T01:02;2022-11-22T09:34;34.0;3_1;2466.0;4276606848333837_;3.0
Куликова Ася Николаевна;9180_175634;Ухта;Микунь;2022-06-29T16:28;2022-06-29T20:40;97.0;8_32;545.0;4100886868014570_;5.0
Макаров Виктор Назарович;5033_035939;Ростов-на-Дону;Сочи;2049-03-03T03:20;2049-03-03T12:10;655.0;30_5;791.0;5334100503403430_;9.0
Гусев Степан Прокофьевич;0136_731717;Иркутск;Улан-Удэ;2068-03-08T17:15;2068-03-09T07:06;159.0;26_1;957.0;2202086587812106_;5.0
Васильева Эмилия Эрнестовна;6384_640936;Ростов-на-Дону;Москва;2025-05-09T00:06;2025-05-09T10:43;548.0;18_7;805.0;4276715734427205_;10.0
Котов Климент Васильевич;9103_905869;Москва;Санкт-Петербург;2042-08-05T16:35;2042-08-06T02:15;468.0;2_13;517.0;4300483523300183_;8.0
Антонов Матвей Кузьмич;4079_488873;Владимир;Москва;2023-07-24T00:18;2023-07-24T04:34;398.0;22_6;633.0;4100878283475835_;10.0
Афанасьева Ника Тимуровна;9634_797134;Джанкой;Керчь;2028-05-18T19:17;2028-05-18T23:49;266.0;9_23;548.0;4817050106312264_;1.0
Колесников Авраам Елистратович;5808_137970;Кострома;Вологда;2035-09-10T23:35;2035-09-11T07:55;746.0;6_10;725.0;4000532641556807_;8.0
Сергеева Элеонора Руслановна;9432_827923;Самара;Краснодар;2058-03-05T00:34;2058-03-06T19:46;249.0;24_5;1925.0;5469208047338745_;3.0
Яковлева Тамара Олеговна;7859_378127;Уфа;Екатеринбург;2069-07-31T08:45;2069-07-31T20:45;674.0;2_47;680.0;5486364801235613_;8.0
Романова Вероника Лаврентьевна;7647_245691;Сочи;Краснодар;2017-05-05T08:56;2017-05-05T12:18;732.0;16_21;560.0;5200026746430865_;6.0
Иванова Наталья Эрнестовна;9056_996619;Сочи;Адлер;2016-12-11T09:22;2016-12-11T11:03;731.0;1_5;555.0;2200864580284287_;6.0
Мишин Аполлон Макарович;9513_835651;Екатеринбург;Адлер;2018-05-07T13:48;2018-05-09T23:32;235.0;10_39;707.0;5469363428247287_;4.0
Ефимова Тамара Климовна;0570_064961;Тюмень;Екатеринбург;2038-03-30T01:51;2038-03-30T12:03;624.0;20_4;836.0;5200217810528482_;10.0
Назаров Владислав Тимурович;0134_911538;Волховстрой;Свирь;2018-10-14T14:39;2018-10-14T17:52;329.0;18_1;592.0;5500746771766152_;2.0
Богданов Всеволод Робертович;6018_178558;Самара;Челябинск;2069-08-22T03:19;2069-08-23T01:21;530.0;7_22;592.0;2207614801545141_;8.0
Котов Семён Михайлович;9549_848490;Ростов-на-Дону;Ейск;2029-10-06T12:27;2029-10-07T00:05;541.0;16_13;835.0;5100014143365863_;10.0
Морозова Светлана Игоревна;2790_020997;Самара;Омск;2027-09-24T14:33;2027-09-25T19:25;236.0;7_9;621.0;4276488172657067_;1.0
Семёнова Виталина Ивановна;8689_875922;Краснодар;Ростов-на-Дону;2037-07-23T21:15;2037-07-24T06:55;468.0;1_46;645.0;5400270004643183_;10.0
Сидорова Ангелина Витальевна;0132_255538;Краснодар;Новороссийск;2031-11-18T22:16;2031-11-19T06:05;295.0;26_4;757.0;4000280138735360_;1.0
Белов Ярослав Всеволодович;6654_871553;Владимир;Москва;2013-07-26T20:57;2013-07-26T22:18;740.0;3_9;544.0;5100861201387530_;6.0
Соколовский Валентин Витальевич;6670_849377;Дзержинск;Нижний Новгород;2015-07-15T09:07;2015-07-15T10:08;711.0;3_37;527.0;5334027410261438_;6.0
Зимина Римма Артуровна;2081_118499;Волгоград;Самара;2056-01-31T20:42;2056-02-01T07:31;512.0;23_17;811.0;4276775403557030_;10.0
Журавлев Серафим Сергеевич;0946_940265;Печора;Котлас;2015-04-08T03:01;2015-04-08T12:32;294.0;11_36;534.0;2202574018642214_;2.0
Медведева Дарья Ильинична;8207_185222;Ростов-на-Дону;Адлер;2031-05-08T19:10;2031-05-09T10:20;302.0;25_8;955.0;2207022823861155_;4.0
Боброва Моника Львовна;7732_993097;Воронеж;Москва;2039-02-10T21:55;2039-02-11T04:15;308.0;21_1;697.0;4567072184157738_;1.0
Марков Андрей Михайлович;3113_454824;Архангельск;Москва;2022-06-01T08:30;2022-06-02T10:30;390.0;2_10;890.0;5200177488385235_;1.0
Фролова Василиса Викторовна;5992_035812;Саранск;Казань;2040-09-19T10:18;2040-09-19T20:30;460.0;26_14;806.0;2200284253188764_;2.0
